"Unique identification number of the institution","Occupation and full- and part-time status","Full-time or part-time status","Occupation category","Identifies occupations consistent with previous codes","Grand total","Grand total men","Grand total women","American Indian or Alaska Native total","American Indian or Alaska Native men","American Indian or Alaska Native women","Asian total","Asian men","Asian women","Black or African American total","Black or African American men","Black or African American women","Hispanic or Latino total","Hispanic or Latino men","Hispanic or Latino women","Native Hawaiian or Other Pacific Islander total","Native Hawaiian or Other Pacific Islander men","Native Hawaiian or Other Pacific Islander women","White total","White men","White women","Two or more races total","Two or more races men","Two or more races women","Race/ethnicity unknown total","Race/ethnicity unknown men","Race/ethnicity unknown women","Nonresident alien total","Nonresident alien men","Nonresident alien women","FY","Fall","Institution_Name","Survey Code","Survey Title","FTPT_desc","OCCUPCAT_desc","SABDTYPE_desc","STAFFCAT_desc"
"147767","2260","2","260","-2","  201","  82","  119","  0"," 0"," 0","  10","   3","   7","  21","  7","  14","   8","   4","   4"," 1"," 0"," 1","  157","  66","  91","  0"," 0","  0","  2","  1","  1","   2","  1","  1","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Librarians, Curators, and Archivists","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Librarians and Library Technicians/Archivists, Curators, and Museum Technicians"
"147767","2261","2","261","-2","    7","   2","    5","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   2","   0","   2"," 0"," 0"," 0","    5","   2","   3","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Archivists, Curators, and Museum Technicians","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Archivists, Curators, and Museum Technicians"
"147767","2262","2","262","-2","   96","  43","   53","  0"," 0"," 0","   3","   0","   3","   5","  1","   4","   2","   2","   0"," 1"," 0"," 1","   81","  38","  43","  0"," 0","  0","  2","  1","  1","   2","  1","  1","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Librarians","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Librarians"
"147767","2263","2","263","-2","   98","  37","   61","  0"," 0"," 0","   7","   3","   4","  16","  6","  10","   4","   2","   2"," 0"," 0"," 0","   71","  26","  45","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Library Technicians","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Library Technicians"
"147767","2270","2","270","-2","   36","  13","   23","  0"," 0"," 0","   0","   0","   0","   2","  2","   0","   3","   1","   2"," 0"," 0"," 0","   29","   9","  20","  1"," 1","  0","  1","  0","  1","   0","  0","  0","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Student and Academic Affairs and Other Education Services","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Student and Academic Affairs and Other Education Services"
"147767","2300","2","300","-2","  235"," 133","  102","  0"," 0"," 0","  10","   5","   5","   6","  2","   4","   8","   5","   3"," 0"," 0"," 0","  205"," 117","  88","  3"," 2","  1","  2","  1","  1","   1","  1","  0","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Management","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Management"
"147767","2310","2","310","-2"," 1242"," 353","  889","  0"," 0"," 0","  93","  19","  74"," 164"," 33"," 131","  72","  24","  48"," 2"," 1"," 1","  874"," 262"," 612","  9"," 3","  6"," 13","  7","  6","  15","  4"," 11","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Business and Financial Operations","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Business and Financial Operations"
"147767","2320","2","320","-2"," 1633"," 879","  754","  1"," 0"," 1"," 258"," 127"," 131","  87"," 35","  52","  88","  48","  40"," 5"," 1"," 4","  991"," 556"," 435"," 14"," 9","  5"," 13","  7","  6"," 176"," 96"," 80","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Computer, Engineering, and Science","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Computer, Engineering, and Science"
"147767","2330","2","330","-2","  372"," 153","  219","  0"," 0"," 0","  14","   4","  10","  39"," 17","  22","  11","   2","   9"," 1"," 0"," 1","  302"," 127"," 175","  2"," 1","  1","  1","  1","  0","   2","  1","  1","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Community, Social Service, Legal, Arts,Design, Entertainment, Sports and Media","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Community Service, Legal, Arts, and Media"
"147767","2340","2","340","-2","  166","  36","  130","  0"," 0"," 0","  16","   8","   8","  22","  6","  16","  21","   3","  18"," 0"," 0"," 0","  102","  18","  84","  2"," 0","  2","  1","  0","  1","   2","  1","  1","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Healthcare Practioners and Technical","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Healthcare Practioners and Technical"
"147767","2350","2","350","-2","  134"," 106","   28","  0"," 0"," 0","  22","  21","   1","  42"," 30","  12","  15","  12","   3"," 1"," 0"," 1","   53","  42","  11","  0"," 0","  0","  1","  1","  0","   0","  0","  0","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Service Occupations","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Service"
"147767","2360","2","360","-2","   19","   9","   10","  0"," 0"," 0","   1","   1","   0","   1","  0","   1","   0","   0","   0"," 0"," 0"," 0","   17","   8","   9","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Sales and Related Occupations","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Sales and related"
"147767","2370","2","370","-2"," 1437"," 286"," 1151","  3"," 0"," 3","  80","  14","  66"," 258"," 39"," 219"," 120","  28","  92"," 3"," 0"," 3","  930"," 194"," 736","  9"," 1","  8"," 12","  4","  8","  22","  6"," 16","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Office and Administrative Support","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Office and Administrative Support"
"147767","2380","2","380","-2","  263"," 231","   32","  0"," 0"," 0","  11","  11","   0","  41"," 31","  10","  41","  28","  13"," 0"," 0"," 0","  169"," 160","   9","  0"," 0","  0","  1","  1","  0","   0","  0","  0","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Natural Resources, Construction, and Maintenance","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Natural Resources, Construction, and Maintenance"
"147767","3100","3","100","-2","  551"," 252","  299","  1"," 1"," 0","  47","  26","  21","  22","  5","  17","  20","   6","  14"," 0"," 0"," 0","  425"," 196"," 229","  2"," 0","  2"," 20","  9"," 11","  14","  9","  5","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","All staff","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, total"
"147767","3200","3","200","70","  359"," 208","  151","  0"," 0"," 0","  29","  22","   7","  11","  4","   7","   9","   3","   6"," 0"," 0"," 0","  289"," 167"," 122","  1"," 0","  1"," 14","  8","  6","   6","  4","  2","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Instructional, research and public service staff","Part-time postecondary teachers (occupation code prior to 2012)","Part-time, Instructional, research and public service"
"147767","3210","3","210","-2","  321"," 187","  134","  0"," 0"," 0","  21","  14","   7","  11","  4","   7","   9","   3","   6"," 0"," 0"," 0","  262"," 157"," 105","  1"," 0","  1"," 12","  6","  6","   5","  3","  2","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Instructional staff, total","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Instructional staff"
"147767","3220","3","220","-2","   38","  21","   17","  0"," 0"," 0","   8","   8","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","   27","  10","  17","  0"," 0","  0","  2","  2","  0","   1","  1","  0","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Research","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Research"
"147767","3250","3","250","-2","   14","   3","   11","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","   13","   3","  10","  1"," 0","  1","  0","  0","  0","   0","  0","  0","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Librarians/Library Technicians/Archivists and Curators, and Museum technicians/Student and Academic Affairs and Other Eduation Services","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Librarians and Library Technicians/Archivists, Curators, and Museum Technicians/Student and Academic Affairs and Other Education Services"
"147767","3260","3","260","-2","   14","   3","   11","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","   13","   3","  10","  1"," 0","  1","  0","  0","  0","   0","  0","  0","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Librarians, Curators, and Archivists","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Librarians and Library Technicians/Archivists, Curators, and Museum Technicians"
"147767","3261","3","261","-2","    2","   0","    2","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    2","   0","   2","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Archivists, Curators, and Museum Technicians","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Archivists, Curators, and Museum Technicians"
"147767","3262","3","262","-2","    4","   0","    4","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    3","   0","   3","  1"," 0","  1","  0","  0","  0","   0","  0","  0","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Librarians","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Librarians"
"147767","3263","3","263","-2","    8","   3","    5","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    8","   3","   5","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Library Technicians","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Library Technicians"
"147767","3310","3","310","-2","   18","   3","   15","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","   17","   3","  14","  0"," 0","  0","  1","  0","  1","   0","  0","  0","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Business and Financial Operations","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Business and Financial Operations"
"147767","3320","3","320","-2","   66","  24","   42","  1"," 1"," 0","   9","   3","   6","   3","  0","   3","   2","   0","   2"," 0"," 0"," 0","   43","  15","  28","  0"," 0","  0","  1","  1","  0","   7","  4","  3","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Computer, Engineering, and Science","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Computer, Engineering, and Science"
"147767","3330","3","330","-2","   16","   3","   13","  0"," 0"," 0","   1","   0","   1","   0","  0","   0","   1","   1","   0"," 0"," 0"," 0","   14","   2","  12","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Community, Social Service, Legal, Arts,Design, Entertainment, Sports and Media","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Community Service, Legal, Arts, and Media"
